1775813457553	422	200	4	4
1775813457757	572	200	6	5
1775813457929	1015	200	9	7
1775813457944	1009	200	9	6
1775813458108	964	200	10	6
1775813458233	929	200	11	6
1775813458439	1118	200	13	7
1775813458760	1118	200	14	7
1775813458938	1223	200	19	11
1775813459039	1126	200	19	10
1775813459176	1127	200	20	10
1775813459128	1275	200	21	10
1775813459795	1242	200	26	14
1775813459445	1593	200	26	14
1775813459924	1327	200	26	12
1775813459940	1315	200	26	11
1775813460124	1694	200	29	13
1775813460071	1806	200	29	12
1775813460124	1989	200	31	13
1775813460250	1866	200	31	12
1775813460327	1991	200	31	11
1775813460514	1978	200	33	12
1775813460609	2081	200	33	11
1775813460801	1977	200	34	11
1775813460879	2090	200	36	12
1775813461023	2136	200	36	11
1775813461396	1899	200	36	10
1775813461507	2009	200	36	9
1775813461539	2101	200	37	9
1775813461944	1889	200	37	8
1775813461992	1921	200	37	7
1775813462413	1698	200	37	6
1775813462397	1842	200	37	5
1775813462728	1860	200	41	8
1775813462809	1868	200	42	8
1775813462858	2113	200	42	7
1775813463592	1445	200	42	6
1775813464257	1063	200	42	5
1775813464357	986	200	42	4
1775813464389	1156	200	44	5
1775813464435	1195	200	44	4
1775813464593	1282	200	45	4
1775813465392	635	200	45	3
1775813465408	713	200	45	2
1775813465756	501	200	46	2
1775813466257	408	200	47	2
1775813466474	420	200	47	1
1775813467024	422	200	52	5
1775813467118	983	200	57	9
1775813467214	889	200	57	9
1775813467182	1122	200	59	9
1775813467341	992	200	59	8
1775813467604	1452	200	61	9
1775813467667	1453	200	61	8
1775813467683	1677	200	61	7
1775813468013	1350	200	61	6
1775813468014	1637	200	62	6
1775813468105	1735	200	63	6
1775813468263	2124	200	65	7
1775813468669	1780	200	65	6
1775813468733	1953	200	66	6
1775813469630	1156	200	67	6
1775813469673	1318	200	69	7
1775813469861	1398	200	71	8
1775813469991	1555	200	72	8
1775813470459	1271	200	73	8
1775813470740	1277	200	73	7
1775813470787	1282	200	73	6
1775813470802	1576	200	73	5
1775813471065	1426	200	73	4
1775813471145	1684	200	73	3
1775813471273	1648	200	74	3
1775813471650	1365	200	74	2
1775813472920	719	200	80	7
1775813473030	977	200	80	6
1775813473188	1168	200	82	7
1775813473204	1153	200	82	6
1775813473299	1180	200	82	5
1775813473347	1254	200	82	4
1775813473438	2005	200	84	5
1775813474302	1210	200	84	4
1775813474302	1304	200	84	3
1775813474818	869	200	84	2
1775813475387	473	200	85	2
1775813475813	501	200	87	3
1775813476055	603	200	89	4
1775813476214	577	200	89	3
1775813476404	636	200	91	4
1775813476621	540	200	92	4
1775813476793	620	200	92	3
1775813476966	660	200	94	4
1775813477138	678	200	94	3
1775813477472	774	200	95	3
1775813477441	819	200	95	2
1775813478171	455	200	98	4
1775813478452	777	200	102	7
1775813478436	820	200	102	6
1775813478625	970	200	103	6
1775813478738	878	200	103	5
1775813478927	1030	200	106	7
1775813479133	832	200	106	6
1775813479179	1159	200	108	7
1775813479520	867	200	108	6
1775813479801	965	200	110	7
1775813479719	1142	200	110	6
1775813480053	1186	200	111	6
1775813479864	1400	200	111	5
1775813480493	1126	200	112	5
1775813480210	1455	200	112	4
1775813480619	1290	200	114	5
1775813481065	978	200	115	5
1775813481513	772	200	116	5
1775813481732	888	200	117	5
1775813481830	1099	200	119	6
1775813481920	1175	200	121	7
1775813482075	1174	200	123	8
1775813482550	929	200	123	7
1775813482739	930	200	126	9
1775813482848	1012	200	127	9
1775813482938	1128	200	130	11
1775813482970	1218	200	130	10
1775813483142	1233	200	130	9
1775813483236	1283	200	131	9
1775813483535	1222	200	135	12
1775813483567	1337	200	138	14
1775813483630	1516	200	138	13
1775813483771	1558	200	139	13
1775813483952	1569	200	139	12
1775813483912	1744	200	139	11
1775813484066	1785	200	139	10
1775813484423	1671	200	139	9
1775813484554	1728	200	143	12
1775813484634	1845	200	143	11
1775813484745	1968	200	144	11
1775813484745	2111	200	144	10
1775813484760	2383	200	146	11
1775813484807	2427	200	146	10
1775813484823	2653	200	154	17
1775813485181	2534	200	156	18
1775813486139	1860	200	157	18
1775813486154	2035	200	159	19
1775813486155	2225	200	160	19
1775813486238	2353	200	161	19
1775813486537	2317	200	161	18
1775813486859	2187	200	161	17
1775813487112	2107	200	161	16
1775813487329	2105	200	162	16
1775813487282	2440	200	162	15
1775813487408	2515	200	163	15
1775813487408	2701	200	163	14
1775813487438	2857	200	164	14
1775813487454	3083	200	164	13
1775813487470	3273	200	164	12
1775813487470	3476	200	165	12
1775813487548	3517	200	168	14
1775813487642	3694	200	168	13
1775813487910	3586	200	168	12
1775813488074	3640	200	171	14
1775813488171	3730	200	172	14
1775813488222	3870	200	172	13
1775813488444	3844	200	173	13
1775813489400	3074	200	176	15
1775813489837	2827	200	176	14
1775813490280	2576	200	176	13
1775813490828	2229	200	178	14
1775813490951	2287	200	178	13
1775813490951	2476	200	179	13
1775813490998	2626	200	179	12
1775813491531	2419	200	179	11
1775813491578	2660	200	180	11
1775813491671	2794	200	182	12
1775813491859	2697	200	182	11
1775813492223	2469	200	184	12
1775813492359	2502	200	186	13
1775813492391	2658	200	186	12
1775813492440	2801	200	187	12
1775813492899	2563	200	187	11
1775813492988	2726	200	190	13
1775813493255	2648	200	190	12
1775813494025	2123	200	191	12
1775813494284	1985	200	192	12
1775813494380	2238	200	195	14
1775813494589	2152	200	195	13
1775813494605	2343	200	195	12
1775813494700	2355	200	196	12
1775813494806	2448	200	196	11
1775813495122	2303	200	196	10
1775813495634	2006	200	197	10
1775813495673	2119	200	199	11
1775813495672	2377	200	201	12
1775813496071	2212	200	201	11
1775813496170	2545	200	207	16
1775813496283	2718	200	208	16
1775813496373	2863	200	210	17
1775813496482	2810	200	210	16
1775813497035	2396	200	211	16
1775813497569	2047	200	213	17
1775813497646	2325	200	215	18
1775813497739	2497	200	216	18
1775813497850	2607	200	216	17
1775813497974	2646	200	217	17
1775813498351	2400	200	217	16
1775813498398	2554	200	219	17
1775813498430	2629	200	219	16
1775813498589	2662	200	220	16
1775813498605	2821	200	221	16
1775813498653	2977	200	221	15
1775813498948	2897	200	221	14
1775813499026	3122	200	225	17
1775813499073	3292	200	225	17
1775813499327	3319	200	227	17
