1775756005785	784	200	2	2
1775756006464	679	200	3	2
1775756006832	671	200	3	1
1775756007538	628	200	4	1
1775756008413	777	200	8	4
1775756008451	1065	200	10	5
1775756008758	1348	200	11	5
1775756008818	1806	200	13	6
1775756009263	1669	200	14	6
1775756009419	1811	200	14	5
1775756009999	1408	200	14	4
1775756010515	1319	200	15	4
1775756010596	1588	200	16	4
1775756010847	1465	200	16	3
1775756011571	1016	200	16	2
1775756011988	769	200	16	1
1775756013799	741	200	21	5
1775756013828	914	200	21	4
1775756014114	1001	200	21	3
1775756014234	1203	200	21	2
1775756014464	1104	200	21	1
1775756018388	656	200	25	4
1775756018573	728	200	26	4
1775756018863	841	200	27	4
1775756019041	889	200	29	5
1775756019300	915	200	31	6
1775756019600	1120	200	32	6
1775756019719	1329	200	32	5
1775756019858	1532	200	32	4
1775756019942	1634	200	32	3
1775756020049	1658	200	32	2
1775756020219	1621	200	32	1
1775756023143	670	200	34	2
1775756023222	776	200	34	1
1775756024409	429	200	35	1
1775756025241	456	200	36	1
1775756025867	697	200	39	3
1775756025921	1135	200	39	2
1775756026104	1165	200	40	2
1775756027090	768	200	42	3
1775756027275	1006	200	42	2
1775756027587	914	200	44	3
1775756028409	1610	200	49	7
1775756028444	1779	200	49	6
1775756028587	1820	200	50	6
1775756029717	873	200	50	5
1775756029741	1145	200	51	5
1775756029758	1453	200	51	4
1775756029946	1954	200	51	3
1775756030327	1673	200	51	2
1775756030878	1230	200	52	2
1775756032060	682	200	54	3
1775756032206	809	200	55	3
1775756032699	779	200	56	3
1775756032879	1043	200	56	2
1775756033029	958	200	56	1
1775756034262	539	200	57	1
1775756035327	491	200	58	1
1775756036248	446	200	59	1
1775756036713	506	200	61	2
1775756037047	581	200	62	2
1775756037352	591	200	62	1
1775756039124	563	200	63	1
1775756039816	1237	200	67	4
1775756039865	1419	200	67	3
1775756040108	1315	200	67	2
1775756040725	869	200	67	1
1775756041621	613	200	71	4
1775756041821	1143	200	72	4
1775756041915	1293	200	72	3
1775756041961	1325	200	72	2
1775756042562	837	200	72	1
1775756044332	507	200	74	2
1775756044490	583	200	74	1
1775756045393	584	200	77	3
1775756045555	828	200	78	3
1775756045638	872	200	79	3
1775756046289	600	200	80	3
1775756046504	763	200	80	2
1775756046636	783	200	80	1
1775756047424	578	200	83	3
1775756047738	896	200	85	4
1775756047853	897	200	85	3
1775756048506	1146	200	88	5
1775756048490	1163	200	88	4
1775756049121	731	200	88	3
1775756049439	769	200	88	2
1775756049499	885	200	88	1
1775756050806	426	200	89	1
1775756051305	418	200	90	1
1775756051901	482	200	91	1
1775756052389	752	200	93	2
1775756052675	915	200	94	2
1775756053193	850	200	96	3
1775756053774	721	200	97	3
1775756054040	696	200	98	3
1775756054313	827	200	99	3
1775756054525	933	200	100	3
1775756054776	983	200	100	2
1775756055147	772	200	101	2
1775756055852	532	200	101	1
1775756056648	488	200	102	1
1775756057431	484	200	103	1
