1775750008272	422	200	5	5
1775750008472	1200	200	16	15
1775750008454	1301	200	18	16
1775750008601	1386	200	19	16
1775750008596	1394	200	19	15
1775750008718	1572	200	20	15
1775750008807	1857	200	23	17
1775750008881	2365	200	27	20
1775750008900	2348	200	27	19
1775750009017	2475	200	29	20
1775750009078	2511	200	30	20
1775750009103	3144	200	38	27
1775750009189	3063	200	39	27
1775750009625	3064	200	40	27
1775750009195	3503	200	40	26
1775750009691	3505	200	43	28
1775750009657	3544	200	43	27
1775750009948	3651	200	48	31
1775750009740	3973	200	49	31
1775750010068	4033	200	51	32
1775750010343	3909	200	51	31
1775750010412	4247	200	54	33
1775750010444	4252	200	54	32
1775750010685	4410	200	58	35
1775750010804	4322	200	59	35
1775750010917	4584	200	59	34
1775750010954	4656	200	60	34
1775750011357	4825	200	63	36
1775750011306	4895	200	63	35
1775750011656	4957	200	68	39
1775750011530	5089	200	68	38
1775750011799	5302	200	71	40
1775750011997	5168	200	71	39
1775750012145	5423	200	76	43
1775750012040	5656	200	78	44
1775750012153	5841	200	79	44
1775750012194	5876	200	79	43
1775750012215	6204	200	83	46
1775750012253	6259	200	85	47
1775750012266	6590	200	90	51
1775750012888	6126	200	90	50
1775750012916	6520	200	93	52
1775750012990	6557	200	94	52
1775750013358	6565	200	103	60
1775750013380	6646	200	104	60
1775750013417	6986	200	106	61
1775750013443	7066	200	106	60
1775750013539	7208	200	107	60
1775750013652	7275	200	108	60
1775750013772	7416	200	110	61
1775750013888	7498	200	110	60
1775750014299	7437	200	115	64
1775750014603	7236	200	117	65
1775750014607	7541	200	119	66
1775750014756	7532	200	121	67
1775750014766	7781	200	123	68
1775750014875	7889	200	125	69
1775750015011	8137	200	132	75
1775750015110	8402	200	136	78
1775750015520	8292	200	141	82
1775750015790	8269	200	146	86
1775750015947	8468	200	151	90
1775750016039	8487	200	152	90
1775750016215	8547	200	155	92
1775750016282	8582	200	156	92
1775750016317	8749	200	163	98
1775750016425	8870	200	163	97
1775750016609	9243	200	169	102
1775750016634	9603	200	177	109
1775750016892	9641	200	177	108
1775750016906	9645	200	177	107
1775750017192	9511	200	177	106
1775750017348	9541	200	178	106
1775750017369	10043	200	184	111
1775750017401	10340	200	186	112
